"","ETABLISSEMENT","","","","","FORMATION","","","","","","","","","","","","","",""
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Cursus Ingénieur","Sciences, Technologie, Santé","Biologie, environnement","sciences et technologies du vivant et de l’environnement","Bac+2","Bac+5","3.0","180.0","http://www2.agroparistech.fr/Cursus-Ingenieur-AgroParisTech-2111.html","Oui","Non indiqué","Domaine 4 -Ingénierie et santé : homme, bioproduits, environnement - UC Aliment, alimentation et santé de l’homme"," - Construction de la qualité nutritionnelle et sensorielle de l’aliment
- Analyse de la qualité nutritionnelle des aliments
- Analyse des propriétés sensorielles des aliments
- Déterminants économiques, sociaux et culturels des choix alimentaires
- Digestions et utilisation postprandiale des aliments (y compris rôle du microbiote intestinal)
- Besoins nutritionnels et recommandations
- Impact des constituants alimentaires et nutriments sur les grandes fonctions
- Les systèmes alimentaires et leur évolution
- Droit alimentaire","Optionnel","non-indiqué ","42.5","Partiel + Oral de groupe","Question environnementale abordée par le prisme de l'impact sur la santé de notre alimentation --> questionnement sur nos besoins et l'importance de veiller à la qualité (sanitaire et environnementale) des aliments que l'on consomme","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Cursus Ingénieur","Sciences, Technologie, Santé","Biologie, environnement","sciences et technologies du vivant et de l’environnement","Bac+2","Bac+5","3.0","180.0","http://www2.agroparistech.fr/Cursus-Ingenieur-AgroParisTech-2111.html","Oui","Non indiqué","Domaine 4 -Ingénierie et santé : homme, bioproduits, environnement - UC Risques sanitaires environnementaux et alimentaires pour l’Homme"," - Problématique générale : Introduction des concepts, présentation des différents types de risques sanitaires pour l’Homme, évolution du cadre réglementaire, présentation des enjeux et des principaux acteurs impliqués
- Les dangers : Présentation des dangers avérés, suspectés, émergents chimiques et microbiologiques, Identification et contrôle des dangers
- Maîtrise des dangers : Démarche HACCP, Maitrise des dangers microbiologiques, Dangers chimiques (modélisation du transfert / devenir des contaminants pour évaluer l’exposition, données d’exposition et estimation via des scénariis d’exposition, biomarqueurs et bioindicateurs)
- Méthodologie d’évaluation quantitative des risques sanitaires 
- Gestion des risques sanitaires ","Optionnel","non-indiqué ","32.0","Partiel + fiches risques chimiques et microbiologiques","Question environnementale abordée par le prisme des impacts sur la santé de l'homme de rejets chimiques et microbiologiques","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Cursus Ingénieur","Sciences, Technologie, Santé","Biologie, environnement","sciences et technologies du vivant et de l’environnement","Bac+2","Bac+5","3.0","180.0","http://www2.agroparistech.fr/Cursus-Ingenieur-AgroParisTech-2111.html","Non","Improbable","Domaine 4 -Ingénierie et santé : homme, bioproduits, environnement - UC  Mathématiques et statistiques pour la santé","  Le modèle SIR
- Le modèle linéaire généralisé
- La classification","Optionnel","non-indiqué ","27.0","Partiel + CR TP","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Formation ingénieur par apprentissage","Sciences, Technologie, Santé","Biologie, environnement","sciences et technologies du vivant et de l’environnement","Bac+2","Bac+5","3.0","?","http://www2.agroparistech.fr/1ere-annee,2113.html#apprentisssage","Oui","Non indiqué","Non indiqué","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","""Toute l’offre de formation d’AgroParisTech est accessible aux apprentis à l’exclusion des parcours en double diplôme. Le détail de la formation par apprentissage sera mis en ligne prochainement.""","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Agrosciences, environnement, territoires, paysage, forêt","Sciences, Technologie, Santé","Environnement et territoire","Gestion durable des ressources et des milieux, des paysages et des territoires","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Agrosciences-environnement-territoires-paysage-foret-Campus-Ile-de-France-.html","Oui","Oui","Climate, land use, ecosystem services (CLUES)","Fonctionnement des écosystèmes","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Agrosciences, environnement, territoires, paysage, forêt","Sciences, Technologie, Santé","Environnement et territoire","Gestion durable des ressources et des milieux, des paysages et des territoires","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Agrosciences-environnement-territoires-paysage-foret-Campus-Ile-de-France-.html","Oui","Oui","Environnement : dynamiques, territoires et               
sociétés / Développement durable, biodiversité et 
aménagement des territoires (EDTS – DEBATS","Développement durable, Occupation des sols","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Biodiversité, écologie et évolution","Sciences, Technologie, Santé","Biologie, environnement","Comprendre et résoudre des problèmes concernant la biodiversité","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Biodiversite-ecologie-evolution-Campus-Ile-de-france-.html","Oui","Oui","Environnement : dynamiques, territoires et               
sociétés / Développement durable, biodiversité et 
aménagement des territoires (EDTS – DEBATS","Développement durable, Occupation des sols","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Biodiversité, écologie et évolution","Sciences, Technologie, Santé","Biologie, environnement","Comprendre et résoudre des problèmes concernant la biodiversité","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Biodiversite-ecologie-evolution-Campus-Ile-de-france-.html","Oui","Oui","Génomique et environnement
(GE)","Fonctionnement des écosystèmes","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Biologie intégrative et physiologie","Sciences, Technologie, Santé","Biologie, environnement","Connaissances et savoir-faire en biologie liés à l’agriculture, l’alimentation et l’environnement et associés à des approches d’ingénierie du vivan","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Biologie-integrative-et-physiologie-.html","Oui","Oui","M1 Biologie des systèmes et modélisation pour 
l'ingénierie du vivant","Fonctionnement des écosystèmes (?)","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Biologie intégrative et physiologie","Sciences, Technologie, Santé","Biologie, environnement","Connaissances et savoir-faire en biologie liés à l’agriculture, l’alimentation et l’environnement et associés à des approches d’ingénierie du vivan","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Biologie-integrative-et-physiologie-.html","Oui","Oui","Génomique et environnement
(GE)","Fonctionnement des écosystèmes","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Biologie intégrative et physiologie","Sciences, Technologie, Santé","Biologie, environnement","Connaissances et savoir-faire en biologie liés à l’agriculture, l’alimentation et l’environnement et associés à des approches d’ingénierie du vivan","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Biologie-integrative-et-physiologie-.html","Oui","Oui"," Predictive and integrative animal biology (PRIAM)","Fonctionnement des écosystèmes","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Économie de l’environnement, de l’énergie et des transports","Sciences, Technologie, Santé","Economie, environnement , energies","Questions d’énergie et d’environnement en économie","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Economie-de-l-environnement-de-l-energie-et-des-transports-.html","Oui","Oui","Economie de l’environnement","Environnement et climat, développement durable, économie de la forêt , économie de la biomasse,économie de l’agriculture","Obligatoire","non-indiqué ","non-indiqué ","non-indiqué ","Tres Pertinent","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Économie de l’environnement, de l’énergie et des transports","Sciences, Technologie, Santé","Economie, environnement , energies","Questions d’énergie et d’environnement en économie","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Economie-de-l-environnement-de-l-energie-et-des-transports-.html","Oui","Oui","Economie de l’énergie","Surexploitation des ressources naturelles, énergies renouvelables,","Obligatoire","non-indiqué ","non-indiqué ","non-indiqué ","Tres Pertinent","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Économie de l’environnement, de l’énergie et des transports","Sciences, Technologie, Santé","Economie, environnement , energies","Questions d’énergie et d’environnement en économie","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Economie-de-l-environnement-de-l-energie-et-des-transports-.html","Oui","Oui","Modélisation prospective : économie, énergie, 
environnement","Modélisation de l’environnement et du climat,  gestion des conflits environnementaux","Obligatoire","non-indiqué ","non-indiqué ","non-indiqué ","Tres Pertinent","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Génie des procédés et des bio-procédés","Sciences, Technologie, Santé","Biologie, environnement, génie des procédés","Alimentation, biologie et environnement, appliqués à l'industrie, cela par une  approche « procédés ».","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Genie-des-procedes-et-bio-procedes-.html","Oui","Oui","Procédés, Energie, Environnement","Energie, Envoironnement","non-indiqué ","non-indiqué ","non-indiqué ","TP, TD, stage","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Géomatique","Sciences, Technologie, Santé","Environnement, territoire, science de l'ingénieur, géographie","Sciences de l’information géographique et de leurs applications dans les domaines des territoires et de l’environnement ","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Geomatique-.html","Oui","Non indiqué","Pas d'info","territoire, environnement, ressources naturelles, transport, information, cartographie, observatoire","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Gestion des territoires et développement local","Droit, Economie, Gestion","Environnement, territoire, politique publiques et  projet","Savoir analyser, anticiper, sensibiliser, former et mobiliser les acteurs autour de stratégies collectives adaptatives et innovantes.","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Gestion-des-territoires-et-developpement-local-Campus-Ile-de-France-.html","Oui","Oui","Gouvernance de la transition, écologie et sociétés","former des gestionnaires de projet pour gérer les conditions d’une 
transition écologique de durabilité forte.  environnement de plus 
en plus incertain, marqué par des irréversibilités.
gérer les interactions entre le milieu humain et le milieu naturel et leurs 
conséquences","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","Pertinent","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master informatique","Sciences, Technologie, Santé","Informatique et réseaux","Former aux fondements théoriques de l’informatique, les différents concepts et les outils, de s’adapter et d’anticiper les évolutions technologiques.","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Informatique-.html","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Innovation, entreprise et société","Sciences Humaines et sociales","Sciences sociales, innovation","Principalement Sciences Humaines et Sociales, mais aussi technologique et scientifique sur la thématique de l’innovation","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Innovation-entreprise-et-societe-.html","Oui","Non","eau, énergie, environnement","Innovation et création de la valeur dans le domaine de l'environnement, eau, énergie.","Optionnel","5.0","60.0","Conduite d'un projet d'innovation sur une thématique eau ou énergie en groupe.
Présentation publique","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Mathématiques et applications","Sciences, Technologie, Santé","Mathématiques, biologie","Mathématiques du vivant","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Mathematiques-et-applications-.html","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Nutrition et science des aliments","Sciences, Technologie, Santé","Biologie, santé, génie des procédés","méthodes d’approche de la complexité de l’aliment et des bioproduits, et à la mise en œuvre des méthodes de construction des composantes de la qualité des produits","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Nutrition-et-sciences-des-aliments-.html","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Sciences de l’eau - eau et agriculture","Sciences, Technologie, Santé","Hydrologie, hydrodynamique, environement, agriculture"," enjeux, questions et solutions à l’interface de l’eau et de l’agriculture, de l’eau et de la plante (conception et gestion des paysages cultivés, eau-alimentation-énergie, adaptation des relations eau-agriculture face au changement climatique, etc)","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/Eau-et-agriculture-3179.html","Oui","Oui","adaptation des relations eau-agriculture face au changement climatique","Agriculture, changement climatique","Obligatoire","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master Sciences de l’eau - eau et sociétés","Droit, Economie, Gestion","Hydrologie, hydrodynamique, environement, agriculture","Processus socio-économiques entre les hydrosystèmes et la société, et cadre juridique de la gestion de l’eau.","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/Eau-et-agriculture-3179.html","Oui","Non indiqué","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","non-indiqué ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Photovoltaics solar energy","Photovoltaïque","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Thin film photovoltaics","Photovoltaïque","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Photovoltaic technology in industries","Photovoltaïque","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Polymers for photovoltaics","Photovoltaïque","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Chemical storage of energy","Stocage d'énergie","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Renewable thermal energy","Energie thermique","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Power electrical engineering for renewable energy","Energie renouvelables","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Smart grid for renewable energy","Mix energétique","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Advanced experimental smart grid","Mix energétique","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","Stochastic adn dynamic optimization : adaptive storage and delivery of renewable energies","Mix energétique","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","wind power","Ressource energétique","Obligatoire","4.0","36.0","Examen","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","AgroParisTech","Master 2 Energie","Sciences, Technologie, Santé","Energies renouvelables ; Biomasse et bioénergie ","Ensemble des aspects scientifiques et techniques du secteur des énergies renouvelables : photovoltaïque, éolien et hydrolien, vecteurs et stockage, réseaux électriques…","Bac+3","Bac+5","2.0","120.0","http://www2.agroparistech.fr/-Energie-.html","Oui","Oui","hydro, wind and marine ressources","Mix energétique","Obligatoire","4.0","36.0","Examen","","1.0"
