"ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"HEC","Double Degree with University of St. Gallen - Strategy and International Management","Droit, Economie, Gestion","Management ","HEC Paris’ students following this double degree with St. Gallen will have the opportunity to choose among 4 Master’s degrees. Each one is composed of many core and elective courses, which allows students to tailor their curriculum.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-University-of-St.-Gallen","Non","Non","","","","","","","",""
"HEC","Double Degree with University of St. Gallen - Strategy and International Management","Droit, Economie, Gestion","Management ","HEC Paris’ students following this double degree with St. Gallen will have the opportunity to choose among 4 Master’s degrees. Each one is composed of many core and elective courses, which allows students to tailor their curriculum.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-University-of-St.-Gallen","Oui","Improbable","Marketing for Sustainability","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","Sustainable Marketing Strategy Sustainable Marketing and Ethics Sustainable Marketing and the Business Environment Sustainable Marketing and Consumer Behavior Sustainable Marketing Research and Measurement Sustainable Market Segmentation, Targeting and Positioning Sustainable Marketing and Globalization Sustainable Products and Services Sustainable Branding and Packaging Sustainable Distribution and Channels Sustainable Pricing Sustainable Marketing Communication Sustainable Promotion and Customer Relationships Sustainability and Digital Marketing",""
"HEC","Double Degree with University of St. Gallen - Strategy and International Management","Droit, Economie, Gestion","Management ","HEC Paris’ students following this double degree with St. Gallen will have the opportunity to choose among 4 Master’s degrees. Each one is composed of many core and elective courses, which allows students to tailor their curriculum.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-University-of-St.-Gallen","Oui","Non","Exploring Sustainability as Business Opportunity","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with University of St. Gallen - Marketing, Services and Communication Management ","Droit, Economie, Gestion","Management ","HEC Paris’ students following this double degree with St. Gallen will have the opportunity to choose among 4 Master’s degrees. Each one is composed of many core and elective courses, which allows students to tailor their curriculum.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-University-of-St.-Gallen","Oui","Improbable","Clean Energy Marketing","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with University of St. Gallen - Quantitative Economics and Finance","Droit, Economie, Gestion","Management ","HEC Paris’ students following this double degree with St. Gallen will have the opportunity to choose among 4 Master’s degrees. Each one is composed of many core and elective courses, which allows students to tailor their curriculum.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-University-of-St.-Gallen","Improbable","Improbable","Investment for the Long Run","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with University of St. Gallen - Quantitative Economics and Finance","Droit, Economie, Gestion","Management ","HEC Paris’ students following this double degree with St. Gallen will have the opportunity to choose among 4 Master’s degrees. Each one is composed of many core and elective courses, which allows students to tailor their curriculum.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-University-of-St.-Gallen","Improbable","Improbable","Democracy and Globalization","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with TUM School of Management - Major in Management","Droit, Economie, Gestion","Management ","The HEC Paris-TUM’s double degree program - Master in Management & Technology (WITEC) - gives access to a comprehensive curriculum in the management field as well as in the engineering field and the natural sciences.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-TUM-School-of-Management","Improbable","Improbable","Responsible management","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with TUM School of Management - Major in Management","Droit, Economie, Gestion","Management ","The HEC Paris-TUM’s double degree program - Master in Management & Technology (WITEC) - gives access to a comprehensive curriculum in the management field as well as in the engineering field and the natural sciences.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-TUM-School-of-Management","Oui","Non","Sustainable Operations Management","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with TUM School of Management - Major in Management","Droit, Economie, Gestion","Management ","The HEC Paris-TUM’s double degree program - Master in Management & Technology (WITEC) - gives access to a comprehensive curriculum in the management field as well as in the engineering field and the natural sciences.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-TUM-School-of-Management","Improbable","Improbable","Challenges in Energy Markets","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with TUM School of Management - Major in Management","Droit, Economie, Gestion","Management ","The HEC Paris-TUM’s double degree program - Master in Management & Technology (WITEC) - gives access to a comprehensive curriculum in the management field as well as in the engineering field and the natural sciences.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-TUM-School-of-Management","Improbable","Improbable","Energy Markets","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with TUM School of Management - Major in Management","Droit, Economie, Gestion","Management ","The HEC Paris-TUM’s double degree program - Master in Management & Technology (WITEC) - gives access to a comprehensive curriculum in the management field as well as in the engineering field and the natural sciences.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-TUM-School-of-Management","Improbable","Improbable","Industrial Economics and Regulation of Energy Markets","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","Double Degree with TUM School of Management - Major in Engineering and Natural Science ","Droit, Economie, Gestion","Management ","The HEC Paris-TUM’s double degree program - Master in Management & Technology (WITEC) - gives access to a comprehensive curriculum in the management field as well as in the engineering field and the natural sciences.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-TUM-School-of-Management","Non","Non","","","","","","","",""
"HEC","M2:  Majeure Stratégie Fiscale & Juridique Internationale","Droit, Economie, Gestion","Droit","De plus en plus d’entreprises et cabinets d’avocats d’affaires sont aujourd’hui à la recherche de doubles compétences en droit, fiscalité et management. Avec plus de 90% de taux de réussite à l’école du barreau et des diplômés placés aussi bien dans les meilleurs cabinets que dans les plus grands groupes internationaux, la majeure Stratégie Fiscale et Juridique Internationale répond pleinement à cet enjeu.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Management/Double-Degree-with-University-of-St.-Gallen","Non","Non","","","","","","","","1.0"
"HEC","M1 : Master in Management & Business Law - Double diplôme avec Paris 1","Droit, Economie, Gestion","Droit","Développez une double compétence en management et en droit des affaires et fiscalité. Permettre aux étudiants de maîtriser les enjeux juridiques et fiscaux des entreprises mais aussi stratégiques et opérationnels. Être préparé aux métiers d’avocat d’affaire ou fiscaliste et à postuler à l’école du Barreau (taux de réussite supérieur à 95 % chaque année).","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Doubles-diplomes-en-admission-directe/Master-in-Management-Business-Law-Double-diplome-avec-Paris-1/Le-programme","Non","Non","","","","","","","","1.0"
"HEC","M2 : Master in Management & Business Law - Double diplôme avec Paris 2","Droit, Economie, Gestion","Droit","Développez une double compétence en management et en droit des affaires et fiscalité. Permettre aux étudiants de maîtriser les enjeux juridiques et fiscaux des entreprises mais aussi stratégiques et opérationnels. Être préparé aux métiers d’avocat d’affaire ou fiscaliste et à postuler à l’école du Barreau (taux de réussite supérieur à 95 % chaque année).","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Doubles-diplomes-en-admission-directe/Master-in-Management-Business-Law-Double-diplome-avec-Paris-1/Le-programme","Non","Non","","","","","","","","1.0"
"HEC","M2 : Affaires publiques - Majeure Prép' ENA","Droit, Economie, Gestion","Gestion","Les étudiants du programme Grande Ecole ont accès en deuxième année à la Majeure Prép’ ENA, enseignée en partenariat avec l’École Normale Supérieure. Une voie d’accès efficace au concours de l’ENA.","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus/M2-la-formation-specialisee-fin-du-cycle-Master/Affaires-Publiques/Majeure-Prep-ENA","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","M2 : Affaires publiques - double diplôme Corporate and Public Management","Droit, Economie, Gestion","Gestion","SciencesPo et HEC Paris ont créé un double diplôme sans équivalent et qui confère les deux diplômes à ses titulaires. Il est fondé sur le savoir-faire pédagogique et la recherche conduite dans les deux institutions sur les enjeux du management public et du management privé. La moitié des enseignements est délivrée en anglais.","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus/M2-la-formation-specialisee-fin-du-cycle-Master/Affaires-Publiques/Double-Diplome-Corporate-and-Public-Management","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","M1 : Affaires publiques - Master in Management & Public Affairs - Double Degree with Freie Universität Berlin","Droit, Economie, Gestion","Gestion","The HEC Paris / Freie Universität Berlin Double Degree Program in ""Public Policy & Management"" offers an intercultural and interdisciplinary approach at the heart of the relationship between business and public administration management. It has both a research and a professional dimension.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M1-Courses-in-General-Management/Examples-of-M1-Electives/Ethics-and-Sustainability","Oui","Non","Ethics and Sustainability","individual and group behavior, Corporate social responsibility and global supply chains","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M1 : Affaires publiques - Master in Management & Public Affairs - Double Degree with Freie Universität Berlin","Droit, Economie, Gestion","Gestion","The HEC Paris / Freie Universität Berlin Double Degree Program in ""Public Policy & Management"" offers an intercultural and interdisciplinary approach at the heart of the relationship between business and public administration management. It has both a research and a professional dimension.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M1-Courses-in-General-Management/Examples-of-M1-Electives/Introduction-to-21st-Century-Energy-Challenges","Oui","Improbable","Introduction To 21st-Century Energy Challenges","energy marketsstakes for businessopportunities,  nuclear energy in a post-Fukushima, worldsecrets of oil pricing, green paradox, challenges of Renewable energy, electricity markets in Europe, Oil & Gas: myths and realities, smart grids","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","M1 : Affaires publiques - Master in Management & Public Affairs - Double Degree with Freie Universität Berlin","Droit, Economie, Gestion","Gestion","The HEC Paris / Freie Universität Berlin Double Degree Program in ""Public Policy & Management"" offers an intercultural and interdisciplinary approach at the heart of the relationship between business and public administration management. It has both a research and a professional dimension.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Dual-Degree-Programs-with-Partner-Institutions/Master-in-Management-Public-Affairs-Double-Degree-with-Freie-Universitaet-Berlin/Program-Details","Oui","Non","Leading Change: Winning Hearts and Minds","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","M1 : Affaires publiques - Master in Management & Public Affairs - Double Degree with Freie Universität Berlin","Droit, Economie, Gestion","Gestion","The HEC Paris / Freie Universität Berlin Double Degree Program in ""Public Policy & Management"" offers an intercultural and interdisciplinary approach at the heart of the relationship between business and public administration management. It has both a research and a professional dimension.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Dual-Degree-Programs-with-Partner-Institutions/Master-in-Management-Public-Affairs-Double-Degree-with-Freie-Universitaet-Berlin/Program-Details","Oui","Oui","Technologies, Climate Change and Future of Energy","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","M1 : Affaires publiques - Master in Management & Public Affairs - Double Degree with Freie Universität Berlin","Droit, Economie, Gestion","Gestion","The HEC Paris / Freie Universität Berlin Double Degree Program in ""Public Policy & Management"" offers an intercultural and interdisciplinary approach at the heart of the relationship between business and public administration management. It has both a research and a professional dimension.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M1-Courses-in-General-Management/Examples-of-M1-Electives/Philosophy-of-Liberalism","Improbable","Improbable","Philosophy of Liberalism","analytical and critical tools necessary to interpret contemporary events","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","M2 : Affaires publiques - Master in Management & Public Affairs - Double Degree with Freie Universität Berlin","Droit, Economie, Gestion","Gestion","The HEC Paris / Freie Universität Berlin Double Degree Program in ""Public Policy & Management"" offers an intercultural and interdisciplinary approach at the heart of the relationship between business and public administration management. It has both a research and a professional dimension.","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Dual-Degree-Programs-with-Partner-Institutions/Master-in-Management-Public-Affairs-Double-Degree-with-Freie-Universitaet-Berlin/Key-Features","Non","Non","","","","","","","","1.0"
"HEC","M2 : Affaires publiques - Double Diplôme Law and Diplomacy","Droit, Economie, Gestion","Droit","Le double diplôme MPA HEC Paris Paris / Fletcher donne accès au Master of Arts in Law and Diplomacy (MALD)  de Fletcher’s School (TUFTS University). Ce diplôme vise à permettre aux étudiants de développer une connaissance approfondie des derniers développements de la pensée dans les domaines politique, économique, juridique et des affaires. Il s'agit aussi de traduire ces savoirs en actions concrètes et efficaces en mesure d'impacter les problématiques et événements internationaux.","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus/M2-la-formation-specialisee-fin-du-cycle-Master/Affaires-Publiques/Double-Diplome-Law-and-Diplomacy","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","M2 : Affaires publiques - Double Diplôme Law and Diplomacy","Droit, Economie, Gestion","Droit","non indiqué","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","M2 : Affaires publiques - Le double diplôme Public Policy HEC Paris / Georgetown University.","Droit, Economie, Gestion","Droit","non indiqué","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus","Non indiqué","Non indiqué","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","",""
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Improbable","Have a Cause, Make an Impact","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Sustainable Operations & Supply Chains","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Improbable","Strategy and Sustainable Development","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Responsible Investing ","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Intellectual Capital, Intangible Assets and their Link with Sustainable Development","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","HR and Unconventional Paradigm of Management","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Sustainable Business Planning – Business Plan Workshop","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Oui","Geopolitics of Energy and Transformation of Energy Paradigm","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Improbable","Non","Change Management","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","NGO Management","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Interactive Discovery of Iso 26000","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Radically Innovative Business Models and Sustainability","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Sustainable Cities","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Sustainable Operations and Supply Chain","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Oui","Sustainable Procurement - A Practioner Approach","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
